;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;Tierschutzallianz;B*;DKP;Die Grauen;du.;MG;MENSCHLICHE WELT;Gesundheitsforschung;V-Partei³;Bündnis C;DIE EINHEIT;DIE VIOLETTEN;FAMILIE;DIE FRAUEN;MIETERPARTEI;Neue Liberale;UNABHÄNGIGE;Übrige;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;AD-DEMOKRATEN;Tierschutzallianz;B*;BGE;DiB;DKP;DM;Die Grauen;du.;MG;MENSCHLICHE WELT;Die Humanisten;Gesundheitsforschung;V-Partei³
;nan;nan;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
Südwestpfalz, Landkreis;79282,0;63745,0;1314,0;62431,0;24433,0;17590,0;3214,0;2424,0;0,0;4501,0;7248,0;0,0;323,0;1846,0;0,0;0,0;852,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1017,0;62728,0;24245,0;15054,0;3923,0;2693,0;0,0;5761,0;8079,0;274,0;327,0;1207,0;0,0;130,0;708,0;0,0;0,0;0,0;27,0;0,0;0,0;0,0;0,0;0,0;0,0;122,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;178,0
Stuttgart, kreisfreie Stadt;376869,0;300014,0;2500,0;297514,0;97284,0;45981,0;22730,0;69280,0;0,0;25302,0;24991,0;2792,0;0,0;0,0;3383,0;1334,0;3304,0;0,0;0,0;0,0;562,0;199,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;372,0;2002,0;298012,0;86352,0;46808,0;27383,0;52354,0;0,0;45413,0;26354,0;1997,0;295,0;1041,0;2349,0;942,0;2996,0;0,0;0,0;0,0;397,0;0,0;0,0;41,0;0,0;457,0;0,0;807,0;716,0;96,0;557,0;0,0;0,0;0,0;285,0;0,0;0,0;372,0
Böblingen, Landkreis;261381,0;209633,0;2381,0;207252,0;80802,0;40173,0;10216,0;24987,0;0,0;26271,0;23326,0;0,0;0,0;176,0;0,0;0,0;0,0;0,0;0,0;0,0;367,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;934,0;1737,0;207896,0;73671,0;32036,0;11063,0;26485,0;0,0;31660,0;24427,0;1077,0;509,0;1555,0;1465,0;501,0;1341,0;0,0;0,0;0,0;164,0;0,0;0,0;60,0;0,0;391,0;0,0;251,0;352,0;27,0;398,0;0,0;0,0;0,0;222,0;0,0;0,0;241,0
Esslingen, Landkreis;365559,0;295198,0;3058,0;292140,0;115889,0;55869,0;15504,0;43911,0;0,0;27147,0;33160,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;660,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2485,0;292713,0;98033,0;46645,0;17076,0;42155,0;0,0;42027,0;34119,0;1485,0;654,0;2107,0;2714,0;708,0;2038,0;0,0;0,0;0,0;286,0;0,0;0,0;92,0;0,0;576,0;0,0;444,0;484,0;22,0;434,0;0,0;0,0;0,0;285,0;0,0;0,0;329,0
Göppingen, Landkreis;178409,0;137585,0;2115,0;135470,0;50892,0;29730,0;5994,0;16420,0;0,0;12492,0;19588,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;354,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1637,0;135948,0;45290,0;23924,0;6882,0;16749,0;0,0;17188,0;19956,0;801,0;372,0;907,0;1246,0;344,0;898,0;0,0;0,0;0,0;136,0;0,0;0,0;43,0;0,0;296,0;0,0;187,0;153,0;25,0;221,0;0,0;0,0;0,0;158,0;0,0;0,0;172,0
Ludwigsburg, Landkreis;365200,0;294193,0;2989,0;291204,0;112658,0;55206,0;15261,0;39896,0;0,0;27725,0;34381,0;0,0;0,0;5411,0;0,0;0,0;0,0;0,0;0,0;0,0;666,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2258,0;291935,0;96751,0;48464,0;17033,0;40165,0;0,0;42127,0;34667,0;1388,0;625,0;2618,0;2184,0;881,0;1987,0;0,0;0,0;0,0;316,0;0,0;0,0;82,0;0,0;672,0;0,0;424,0;406,0;29,0;403,0;0,0;0,0;0,0;320,0;0,0;0,0;393,0
Rems-Murr-Kreis, Landkreis;296469,0;235215,0;2678,0;232537,0;85735,0;45469,0;11381,0;28415,0;0,0;29100,0;30187,0;0,0;220,0;0,0;0,0;1661,0;0,0;0,0;0,0;0,0;369,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2000,0;233215,0;76707,0;37312,0;12948,0;28102,0;0,0;36152,0;31891,0;1428,0;602,0;1336,0;2068,0;984,0;1331,0;0,0;0,0;0,0;179,0;0,0;0,0;48,0;0,0;545,0;0,0;291,0;325,0;31,0;433,0;0,0;0,0;0,0;245,0;0,0;0,0;257,0
Heilbronn, kreisfreie Stadt;77642,0;56666,0;804,0;55862,0;18155,0;13217,0;3061,0;4930,0;0,0;5721,0;8664,0;0,0;0,0;509,0;0,0;325,0;803,0;0,0;0,0;0,0;126,0;0,0;0,0;63,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;288,0;766,0;55900,0;16195,0;10342,0;3841,0;6285,0;0,0;7499,0;9154,0;235,0;194,0;299,0;332,0;217,0;564,0;0,0;0,0;0,0;88,0;0,0;0,0;33,0;0,0;131,0;0,0;75,0;77,0;6,0;182,0;0,0;0,0;0,0;82,0;0,0;0,0;69,0
Heilbronn, Landkreis;241562,0;191769,0;2509,0;189260,0;71760,0;40693,0;7892,0;17237,0;0,0;17498,0;28481,0;0,0;0,0;2572,0;0,0;885,0;1364,0;0,0;0,0;0,0;249,0;0,0;0,0;185,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;444,0;2209,0;189560,0;62850,0;32086,0;9604,0;20192,0;0,0;26186,0;29824,0;743,0;910,0;1633,0;1407,0;722,0;1374,0;0,0;0,0;0,0;124,0;0,0;0,0;132,0;0,0;461,0;0,0;197,0;209,0;24,0;405,0;0,0;0,0;0,0;259,0;0,0;0,0;218,0
Hohenlohekreis, Landkreis;82646,0;63832,0;674,0;63158,0;26746,0;10929,0;2661,0;6896,0;0,0;6121,0;8717,0;594,0;0,0;0,0;0,0;422,0;0,0;0,0;0,0;0,0;72,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;709,0;63123,0;22720,0;9804,0;3253,0;6817,0;0,0;8444,0;9367,0;308,0;345,0;380,0;433,0;266,0;386,0;0,0;0,0;0,0;24,0;0,0;0,0;22,0;0,0;119,0;0,0;51,0;74,0;13,0;132,0;0,0;0,0;0,0;85,0;0,0;0,0;80,0
Schwäbisch Hall, Landkreis;143139,0;107928,0;1226,0;106702,0;41971,0;20477,0;4653,0;14572,0;0,0;8131,0;14177,0;1016,0;0,0;0,0;0,0;1512,0;0,0;0,0;0,0;0,0;193,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1256,0;106672,0;35495,0;17668,0;6341,0;13695,0;0,0;13185,0;15460,0;562,0;438,0;516,0;639,0;832,0;593,0;0,0;0,0;0,0;97,0;0,0;0,0;30,0;0,0;261,0;0,0;144,0;116,0;23,0;231,0;0,0;0,0;0,0;135,0;0,0;0,0;211,0
Main-Tauber-Kreis, Landkreis;102171,0;80314,0;963,0;79351,0;37093,0;13831,0;4373,0;5961,0;0,0;6012,0;10814,0;0,0;0,0;0,0;0,0;1267,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1004,0;79310,0;31568,0;12653,0;4485,0;7154,0;0,0;8897,0;10765,0;291,0;313,0;651,0;622,0;736,0;480,0;0,0;0,0;0,0;20,0;0,0;0,0;21,0;0,0;173,0;0,0;90,0;70,0;11,0;132,0;0,0;0,0;0,0;93,0;0,0;0,0;85,0
Heidenheim, Landkreis;94168,0;71377,0;1163,0;70214,0;29006,0;16377,0;4037,0;7548,0;0,0;4231,0;8469,0;0,0;327,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;219,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;851,0;70526,0;24004,0;14527,0;4259,0;8161,0;0,0;7047,0;9366,0;309,0;267,0;452,0;571,0;317,0;452,0;0,0;0,0;0,0;71,0;0,0;0,0;36,0;0,0;152,0;0,0;108,0;90,0;70,0;92,0;0,0;0,0;0,0;96,0;0,0;0,0;79,0
Ostalbkreis, Landkreis;231075,0;178656,0;2613,0;176043,0;83564,0;34187,0;9467,0;16918,0;0,0;11337,0;19442,0;0,0;764,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;364,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1977,0;176679,0;69466,0;29946,0;9906,0;19185,0;0,0;19842,0;21667,0;683,0;651,0;999,0;1322,0;411,0;1039,0;0,0;0,0;0,0;109,0;0,0;0,0;51,0;0,0;303,0;0,0;254,0;218,0;21,0;229,0;0,0;0,0;0,0;192,0;0,0;0,0;185,0
Baden-Baden, kreisfreie Stadt;38689,0;29268,0;361,0;28907,0;12600,0;4943,0;1440,0;3735,0;0,0;2729,0;3033,0;0,0;0,0;402,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,0;304,0;28964,0;10796,0;4571,0;1778,0;3835,0;0,0;3996,0;3087,0;84,0;38,0;190,0;146,0;45,0;153,0;0,0;0,0;0,0;7,0;0,0;0,0;12,0;0,0;55,0;0,0;37,0;35,0;1,0;38,0;0,0;0,0;0,0;28,0;0,0;0,0;32,0
Karlsruhe, kreisfreie Stadt;208868,0;162139,0;1633,0;160506,0;45821,0;37924,0;12155,0;28268,0;0,0;13829,0;16073,0;0,0;0,0;0,0;2412,0;0,0;2899,0;0,0;0,0;0,0;250,0;0,0;0,0;151,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;724,0;1228,0;160911,0;44776,0;27044,0;15452,0;29408,0;0,0;19251,0;16741,0;999,0;188,0;600,0;1595,0;438,0;2179,0;0,0;0,0;0,0;142,0;0,0;0,0;78,0;0,0;346,0;0,0;442,0;505,0;33,0;263,0;0,0;0,0;0,0;191,0;0,0;0,0;240,0
Karlsruhe, Landkreis;323462,0;257599,0;3464,0;254135,0;105469,0;48081,0;11342,0;26082,0;0,0;20902,0;32678,0;0,0;0,0;4353,0;1674,0;0,0;3167,0;0,0;0,0;0,0;0,0;0,0;0,0;336,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;51,0;2868,0;254731,0;91012,0;42541,0;13686,0;29169,0;0,0;31758,0;34526,0;982,0;574,0;2487,0;2627,0;450,0;2193,0;0,0;0,0;0,0;112,0;0,0;0,0;198,0;0,0;614,0;0,0;375,0;383,0;40,0;355,0;0,0;0,0;0,0;351,0;0,0;0,0;298,0
Rastatt, Landkreis;167795,0;127940,0;1957,0;125983,0;55659,0;24543,0;5683,0;13219,0;0,0;8421,0;15816,0;0,0;0,0;2407,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;136,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;99,0;1656,0;126284,0;48002,0;21803,0;6591,0;13931,0;0,0;13851,0;16614,0;560,0;275,0;1306,0;986,0;221,0;768,0;0,0;0,0;0,0;53,0;0,0;0,0;99,0;0,0;330,0;0,0;125,0;173,0;26,0;257,0;0,0;0,0;0,0;167,0;0,0;0,0;146,0
Heidelberg, kreisfreie Stadt;99213,0;80987,0;630,0;80357,0;22064,0;22210,0;5673,0;17099,0;0,0;5082,0;5789,0;563,0;0,0;500,0;0,0;0,0;1266,0;0,0;0,0;0,0;111,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;468,0;80519,0;21524,0;13996,0;8401,0;17610,0;0,0;9705,0;6251,0;364,0;50,0;247,0;392,0;186,0;949,0;0,0;0,0;0,0;52,0;0,0;0,0;6,0;0,0;121,0;0,0;139,0;242,0;19,0;75,0;0,0;0,0;0,0;70,0;0,0;0,0;120,0
Mannheim, kreisfreie Stadt;197289,0;144078,0;1504,0;142574,0;41812,0;39795,0;10493,0;18739,0;0,0;9835,0;17833,0;0,0;0,0;1444,0;0,0;0,0;2337,0;0,0;0,0;0,0;286,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1355,0;142723,0;38746,0;30309,0;12989,0;18803,0;0,0;16050,0;18309,0;689,0;381,0;826,0;1552,0;231,0;1807,0;0,0;0,0;0,0;160,0;0,0;0,0;33,0;0,0;414,0;0,0;395,0;311,0;46,0;240,0;0,0;0,0;0,0;186,0;0,0;0,0;246,0
Neckar-Odenwald-Kreis, Landkreis;108705,0;83025,0;1153,0;81872,0;38438,0;17018,0;4049,0;5129,0;0,0;5407,0;11035,0;0,0;0,0;0,0;0,0;796,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1110,0;81915,0;32640,0;14522,0;4422,0;6488,0;0,0;8667,0;11524,0;273,0;341,0;649,0;660,0;366,0;504,0;0,0;0,0;0,0;23,0;0,0;0,0;21,0;0,0;214,0;0,0;100,0;70,0;11,0;191,0;0,0;0,0;0,0;121,0;0,0;0,0;108,0
Rhein-Neckar-Kreis, Landkreis;399677,0;320377,0;3785,0;316592,0;118836,0;75384,0;16389,0;32992,0;0,0;23749,0;38985,0;611,0;0,0;4675,0;1317,0;0,0;3446,0;0,0;0,0;0,0;85,0;0,0;0,0;91,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32,0;3325,0;317052,0;104683,0;59906,0;20256,0;37388,0;0,0;39647,0;40696,0;1206,0;992,0;2779,0;2908,0;609,0;2723,0;0,0;0,0;0,0;133,0;0,0;0,0;124,0;0,0;799,0;0,0;428,0;423,0;42,0;486,0;0,0;0,0;0,0;376,0;0,0;0,0;448,0
Pforzheim, kreisfreie Stadt;76473,0;53063,0;730,0;52333,0;17436,0;9920,0;2994,0;4217,0;0,0;6569,0;9867,0;0,0;0,0;0,0;1234,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;42,0;773,0;52290,0;15812,0;8732,0;3443,0;4917,0;0,0;6798,0;10099,0;201,0;143,0;280,0;769,0;96,0;404,0;0,0;0,0;0,0;57,0;0,0;0,0;27,0;0,0;102,0;0,0;127,0;53,0;4,0;87,0;0,0;0,0;0,0;72,0;0,0;0,0;67,0
Calw, Landkreis;111507,0;87079,0;966,0;86113,0;37482,0;14422,0;3986,0;8127,0;0,0;7027,0;12360,0;504,0;0,0;977,0;1119,0;0,0;0,0;0,0;0,0;0,0;109,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1015,0;86064,0;32465,0;12288,0;4520,0;8853,0;0,0;11170,0;13091,0;330,0;299,0;677,0;778,0;253,0;415,0;0,0;0,0;0,0;59,0;0,0;0,0;30,0;0,0;168,0;0,0;158,0;101,0;10,0;193,0;0,0;0,0;0,0;99,0;0,0;0,0;107,0
Enzkreis, Landkreis;143104,0;114914,0;1274,0;113640,0;43040,0;21691,0;4736,0;11799,0;0,0;13191,0;16305,0;0,0;0,0;0,0;2658,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;114,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;106,0;1124,0;113790,0;38552,0;18369,0;5509,0;12952,0;0,0;15845,0;17008,0;408,0;303,0;858,0;1767,0;275,0;767,0;0,0;0,0;0,0;59,0;0,0;0,0;83,0;0,0;250,0;0,0;176,0;148,0;12,0;182,0;0,0;0,0;0,0;145,0;0,0;0,0;122,0
Freudenstadt, Landkreis;86514,0;66384,0;773,0;65611,0;28194,0;11179,0;2846,0;5157,0;0,0;7127,0;9071,0;465,0;0,0;619,0;889,0;0,0;0,0;0,0;0,0;0,0;64,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;843,0;65541,0;23865,0;9544,0;3239,0;6136,0;0,0;10476,0;9624,0;280,0;197,0;460,0;613,0;198,0;310,0;0,0;0,0;0,0;31,0;0,0;0,0;37,0;0,0;119,0;0,0;84,0;58,0;4,0;130,0;0,0;0,0;0,0;62,0;0,0;0,0;74,0
Freiburg im Breisgau, kreisfreie Stadt;156234,0;126448,0;972,0;125476,0;29827,0;29765,0;10898,0;35640,0;0,0;6090,0;8270,0;0,0;0,0;0,0;1943,0;0,0;2120,0;0,0;0,0;0,0;192,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;294,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;437,0;836,0;125612,0;30720,0;22200,0;16851,0;29284,0;0,0;10993,0;9103,0;458,0;182,0;359,0;1275,0;512,0;1558,0;0,0;0,0;0,0;111,0;0,0;0,0;18,0;0,0;183,0;0,0;718,0;491,0;39,0;191,0;0,0;0,0;0,0;179,0;0,0;0,0;187,0
Breisgau-Hochschwarzwald, Landkreis;193133,0;156005,0;1636,0;154369,0;61177,0;31181,0;7866,0;26203,0;0,0;11680,0;13313,0;535,0;0,0;409,0;947,0;297,0;418,0;0,0;0,0;0,0;45,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;112,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;186,0;1412,0;154593,0;56194,0;25729,0;9634,0;25079,0;0,0;17003,0;14304,0;560,0;260,0;869,0;1723,0;508,0;1023,0;0,0;0,0;0,0;54,0;0,0;0,0;40,0;0,0;355,0;0,0;424,0;248,0;13,0;219,0;0,0;0,0;0,0;208,0;0,0;0,0;146,0
Emmendingen, Landkreis;123390,0;98202,0;1097,0;97105,0;34686,0;24591,0;5428,0;11601,0;0,0;8799,0;8870,0;0,0;0,0;0,0;1939,0;1191,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1052,0;97150,0;34175,0;17835,0;6000,0;14489,0;0,0;10215,0;9740,0;458,0;203,0;639,0;1307,0;663,0;608,0;0,0;0,0;0,0;41,0;0,0;0,0;20,0;0,0;160,0;0,0;191,0;107,0;7,0;124,0;0,0;0,0;0,0;78,0;0,0;0,0;90,0
Ortenaukreis, Landkreis;315797,0;238183,0;3328,0;234855,0;107654,0;43693,0;11976,0;27613,0;0,0;15928,0;26024,0;0,0;38,0;136,0;1241,0;507,0;0,0;0,0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;39,0;3243,0;234940,0;87682,0;39431,0;12499,0;30974,0;0,0;25741,0;28243,0;941,0;550,0;2033,0;2326,0;710,0;1354,0;0,0;0,0;0,0;66,0;0,0;0,0;70,0;0,0;554,0;0,0;342,0;263,0;37,0;448,0;0,0;0,0;0,0;328,0;0,0;0,0;348,0
Rottweil, Landkreis;103246,0;79309,0;971,0;78338,0;34302,0;11739,0;2891,0;7934,0;0,0;7694,0;10246,0;0,0;0,0;1104,0;0,0;1471,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;957,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;994,0;78315,0;29924,0;11412,0;3496,0;7937,0;0,0;10671,0;10820,0;264,0;274,0;779,0;447,0;880,0;396,0;0,0;0,0;0,0;22,0;0,0;0,0;23,0;0,0;404,0;0,0;92,0;66,0;8,0;228,0;0,0;0,0;0,0;83,0;0,0;0,0;89,0
Schwarzwald-Baar-Kreis, Landkreis;149692,0;113151,0;1459,0;111692,0;52220,0;18392,0;4898,0;10791,0;0,0;9579,0;13101,0;0,0;707,0;1269,0;0,0;0,0;0,0;0,0;0,0;0,0;195,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;540,0;1419,0;111732,0;41772,0;17215,0;6108,0;13676,0;0,0;13734,0;14306,0;421,0;558,0;885,0;949,0;271,0;644,0;0,0;0,0;0,0;97,0;0,0;0,0;31,0;0,0;294,0;0,0;140,0;109,0;23,0;214,0;0,0;0,0;0,0;141,0;0,0;0,0;144,0
Tuttlingen, Landkreis;95981,0;72692,0;1000,0;71692,0;30256,0;12116,0;2934,0;6365,0;0,0;8561,0;9297,0;0,0;0,0;765,0;0,0;343,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1055,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;957,0;71735,0;27136,0;10488,0;3645,0;7392,0;0,0;9657,0;10122,0;303,0;253,0;639,0;446,0;223,0;392,0;0,0;0,0;0,0;27,0;0,0;0,0;21,0;0,0;471,0;0,0;121,0;96,0;20,0;109,0;0,0;0,0;0,0;95,0;0,0;0,0;79,0
Konstanz, Landkreis;205135,0;158861,0;1752,0;157109,0;70355,0;26396,0;11003,0;21052,0;0,0;11425,0;15006,0;0,0;0,0;0,0;0,0;0,0;1552,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;320,0;1478,0;157383,0;52194,0;24529,0;11306,0;25202,0;0,0;20758,0;16215,0;639,0;337,0;988,0;1473,0;456,0;1354,0;0,0;0,0;0,0;82,0;0,0;0,0;39,0;0,0;346,0;0,0;374,0;303,0;25,0;357,0;0,0;0,0;0,0;194,0;0,0;0,0;212,0
Lörrach, Landkreis;163239,0;122931,0;1286,0;121645,0;47405,0;26309,0;5974,0;18162,0;0,0;10141,0;12069,0;1423,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;162,0;1234,0;121697,0;41611,0;22249,0;7426,0;18255,0;0,0;13267,0;13209,0;613,0;315,0;860,0;1032,0;328,0;847,0;0,0;0,0;0,0;140,0;0,0;0,0;41,0;0,0;327,0;0,0;397,0;180,0;19,0;243,0;0,0;0,0;0,0;182,0;0,0;0,0;156,0
Waldshut, Landkreis;119716,0;89464,0;1004,0;88460,0;37523,0;22900,0;4055,0;8384,0;0,0;5308,0;8574,0;0,0;0,0;1005,0;0,0;711,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;998,0;88466,0;35477,0;14645,0;4524,0;11240,0;0,0;9558,0;9245,0;306,0;228,0;824,0;748,0;371,0;446,0;0,0;0,0;0,0;16,0;0,0;0,0;26,0;0,0;191,0;0,0;146,0;105,0;8,0;144,0;0,0;0,0;0,0;126,0;0,0;0,0;92,0
Reutlingen, Landkreis;199934,0;157642,0;1839,0;155803,0;63494,0;23397,0;9711,0;22309,0;0,0;15533,0;18702,0;0,0;0,0;0,0;0,0;0,0;1539,0;0,0;0,0;0,0;244,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;874,0;1583,0;156059,0;53873,0;23321,0;9543,0;21695,0;0,0;21425,0;20171,0;639,0;362,0;856,0;1047,0;459,0;1141,0;0,0;0,0;0,0;154,0;0,0;0,0;45,0;0,0;318,0;0,0;216,0;209,0;25,0;206,0;0,0;0,0;0,0;164,0;0,0;0,0;190,0
