GENESIS-Tabelle: 12411-0018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerung: Kreise, Stichtag, Geschlecht, Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2019;14374;Delitzsch, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;14375;Döbeln, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;14379;Leipziger Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;14383;Muldentalkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;14389;Torgau-Oschatz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;14511;Chemnitz, kreisfreie Stadt;3491;3435;4371;5088;2855;2151;6452;7810;9954;8808;7328;6996;8134;8510;7364;13887;15176;3332;3311;4046;4767;2775;2009;5453;6002;8194;7419;6244;6126;7734;8797;8273;16903;23139
31.12.2019;14521;Erzgebirgskreis;3900;4386;5998;7714;4409;2821;5509;5435;9216;10477;10134;11027;12144;13876;13504;23862;19473;3804;4218;5776;7114;4191;2453;4611;4790;8415;9530;9047;9639;11706;14120;14415;26006;31228
31.12.2019;14522;Mittelsachsen, Landkreis;3677;4103;5477;6682;3820;2650;5856;6163;9354;9733;9301;9769;12001;13112;11952;19099;18585;3514;3852;5249;6287;3656;2178;4427;4882;8181;8339;7972;8508;11303;13006;12321;20930;28160
31.12.2019;14523;Vogtlandkreis;2538;2869;3744;4878;2832;1900;3916;3914;6442;6823;6551;7340;8802;9780;8986;14432;14522;2435;2689;3516;4370;2641;1568;3213;3469;5883;6147;5730;6534;8456;9774;9539;16939;22825
31.12.2019;14524;Zwickau, Landkreis;3863;4069;5470;6509;3959;2716;5836;5864;9316;9749;8947;9969;12325;13597;12115;19583;19776;3584;3889;5081;6274;3923;2339;4807;5372;8408;8751;8047;9019;11754;13536;12598;22845;31112
31.12.2019;14612;Dresden, kreisfreie Stadt;9092;9136;11285;12422;6523;5742;19076;21448;26085;21942;18362;16188;17767;17006;13864;22468;29206;8582;8694;10640;11742;6248;5342;16984;18126;22749;19763;16876;14489;16342;17186;14799;28027;42579
31.12.2019;14625;Bautzen, Landkreis;3775;4318;5680;6924;3962;2459;4613;4709;8740;9595;9574;9772;11633;13835;12282;17842;18371;3677;4061;5476;6606;3763;2134;3717;4211;7977;8549;8302;8548;11055;13730;12632;19410;27826
31.12.2019;14626;Görlitz, Landkreis;2877;3266;4421;5557;3179;2078;4192;4096;6935;7470;7206;7751;9727;11530;10568;16155;16760;2832;3199;4209;5420;3072;1858;3905;3703;6434;6567;6362;6851;9305;11349;10725;17740;25426
31.12.2019;14627;Meißen, Landkreis;2984;3354;4685;5651;3264;2082;3711;3702;7058;7888;7753;7950;9694;10891;9252;13900;15178;2903;3301;4422;5309;3229;1805;3120;3475;6519;7162;6787;7067;9029;10685;9595;15478;22834
31.12.2019;14628;Sächsische Schweiz-Osterzgebirge, Landkreis;3396;3627;4979;5854;3460;2110;3972;3826;7237;7719;7941;8080;9691;10647;9010;14349;15356;3029;3369;4671;5532;3227;1839;3281;3688;7010;7424;7165;7175;8960;10257;9217;15926;22562
31.12.2019;14713;Leipzig, kreisfreie Stadt;9769;9766;11063;11858;6306;5417;19043;23847;30677;25428;19646;17120;18590;18123;14335;22984;27478;9321;8875;10615;11471;6067;5979;22012;23661;27995;22405;17528;14619;16975;17831;15700;28232;42409
31.12.2019;14729;Leipzig, Landkreis;3236;3615;5054;5991;3375;2193;3974;3843;7334;8176;8202;8539;10934;12007;10149;15169;14675;3235;3580;4522;5711;3157;1933;3366;3801;7258;7872;7573;7903;10322;11615;10521;16957;22347
31.12.2019;14730;Nordsachsen, Landkreis;2634;2805;3588;4361;2684;1693;3337;3446;6095;6798;6229;6568;8172;9265;8249;11318;10888;2435;2659;3432;4159;2456;1450;2538;2977;5736;6047;5394;5855;7849;9165;8229;12486;16744
31.12.2019;15001;Dessau-Roßlau, kreisfreie Stadt;895;965;1283;1561;916;623;1412;1607;2293;2264;2177;2244;3092;3531;3112;5030;5889;837;912;1108;1421;815;503;1271;1529;2171;2072;1921;2168;3000;3583;3233;6025;8640
31.12.2019;15002;Halle (Saale), kreisfreie Stadt;3677;3487;4264;5141;2848;2502;8050;8177;9370;8329;6780;6882;7832;7729;6483;11421;12580;3370;3216;4082;4864;2657;2740;8876;7655;8604;7450;6153;6327;7460;7985;7525;14664;19582
31.12.2019;15003;Magdeburg, kreisfreie Stadt;3387;3478;4187;4836;2725;2457;8292;8966;10035;8289;6644;6617;8044;8444;6985;11374;12631;3242;3133;3974;4529;2478;2034;7034;7148;8459;7279;6060;6162;7824;8764;7761;14431;19862
31.12.2019;15081;Altmarkkreis Salzwedel;1017;1163;1513;1901;1080;719;1558;1519;2600;2746;2480;2626;3626;4290;3711;4719;4160;977;1089;1464;1759;1034;607;1265;1385;2360;2356;2105;2350;3476;4058;3691;5100;6669
31.12.2019;15082;Anhalt-Bitterfeld, Landkreis;1796;1891;2599;3110;1852;1389;2846;2802;4636;5025;4598;5269;6487;7422;6783;9854;9265;1715;1894;2397;3037;1735;1135;2296;2535;4266;4365;4031;4674;6400;7535;7087;11066;14694
31.12.2019;15083;Börde, Landkreis;2030;2389;3175;3934;2214;1425;2935;3084;5471;5914;5389;5844;7466;8336;7358;10226;8034;2033;2302;3031;3634;1983;1226;2304;2800;5234;5387;4653;5357;6964;8149;7449;10708;12485
31.12.2019;15084;Burgenlandkreis;2115;2334;2939;3664;2171;1430;3203;3433;5619;5775;5193;5743;7520;8363;7580;10841;10735;1962;2137;2720;3416;1968;1183;2484;2877;4931;5031;4443;5018;6961;8190;7803;12178;16886
31.12.2019;15085;Harz, Landkreis;2368;2585;3450;4393;2702;1848;3961;4065;6444;6568;5995;6815;8788;9956;8774;13512;12488;2298;2420;3230;4039;2412;1577;3192;3540;5725;6032;5417;6234;8493;9951;9112;15370;19556
31.12.2019;15086;Jerichower Land, Landkreis;1093;1214;1543;1875;1120;753;1514;1511;2772;2950;2748;2897;3808;4597;3997;5364;4844;1077;1146;1526;1834;1023;599;1132;1350;2431;2520;2376;2617;3680;4413;3979;5724;7562
31.12.2019;15087;Mansfeld-Südharz, Landkreis;1373;1554;2175;2713;1595;1126;2243;2231;3810;4006;3724;4329;5444;6489;5959;9056;8458;1317;1496;2078;2569;1548;923;1696;1998;3366;3538;3312;3898;5276;6435;6051;10045;13111
31.12.2019;15088;Saalekreis;2214;2451;3271;4183;2396;1483;3251;3274;5412;6019;5793;6255;7776;8567;7453;11390;9605;2187;2364;3206;3845;2181;1298;2682;2860;5348;5584;5048;5790;7406;8376;7873;12393;14581
31.12.2019;15089;Salzlandkreis;2162;2391;3032;3905;2271;1600;3547;3528;5706;5786;5244;6147;7989;8796;7662;11541;11056;2025;2222;2991;3642;2187;1364;2947;3265;5086;5152;4695;5421;7674;8984;8188;13244;17675
31.12.2019;15090;Stendal, Landkreis;1344;1412;1886;2345;1492;945;2056;2187;3576;3341;3026;3391;4729;5643;4905;6629;5962;1249;1348;1861;2302;1321;885;1700;1926;3135;2943;2681;3227;4609;5578;5074;7279;9203
31.12.2019;15091;Wittenberg, Landkreis;1450;1460;2082;2486;1539;1026;2029;2247;3689;3695;3394;3975;5287;6034;5386;8069;7621;1325;1428;1928;2431;1382;826;1624;1860;3278;3245;3096;3630;5020;6044;5609;8802;11956
31.12.2019;15101;Dessau, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15151;Anhalt-Zerbst, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15153;Bernburg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15154;Bitterfeld, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15159;Köthen, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15171;Wittenberg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15202;Halle (Saale), kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15256;Burgenlandkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15260;Mansfelder Land, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15261;Merseburg-Querfurt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15265;Saalkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15266;Sangerhausen, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15268;Weißenfels, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15303;Magdeburg, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15352;Aschersleben-Staßfurt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15355;Bördekreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15357;Halberstadt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15358;Jerichower Land, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15362;Ohrekreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15363;Stendal, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15364;Quedlinburg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15367;Schönebeck, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15369;Wernigerode, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;15370;Altmarkkreis Salzwedel (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2019;16051;Erfurt, kreisfreie Stadt;3098;3046;4044;4493;2548;1892;5960;6536;9044;7881;6753;6513;7180;7865;6598;10348;10245;3136;3017;3764;4362;2471;2234;6890;6399;8234;7212;6034;5940;7300;7920;7260;12405;15359
31.12.2019;16052;Gera, kreisfreie Stadt;1188;1222;1615;1872;1051;726;1814;1887;2977;2885;2555;2646;3272;3940;3716;5803;5776;1113;1163;1516;1742;1050;711;1595;1873;2783;2567;2234;2349;3298;4067;4078;6818;9223
31.12.2019;16053;Jena, kreisfreie Stadt;1614;1672;1994;2348;1257;1093;4304;5064;5838;4585;3230;2969;3345;3210;2816;4693;5596;1613;1558;1907;2192;1234;1115;4540;4302;4708;3805;3012;2712;3044;3233;3101;5635;8004
31.12.2019;16054;Suhl, kreisfreie Stadt;360;458;558;621;380;319;835;731;997;1027;950;1093;1432;1570;1459;2668;2551;321;411;544;572;338;245;582;707;855;845;834;1001;1385;1696;1628;3183;3633
31.12.2019;16055;Weimar, kreisfreie Stadt;930;975;1232;1522;844;682;1925;2041;2475;2311;1974;1915;2183;2297;1865;3140;3238;872;994;1193;1392;760;664;1940;2061;2280;2278;1841;1851;2204;2405;2166;3735;5043
31.12.2019;16056;Eisenach, kreisfreie Stadt;586;607;753;959;555;398;952;1063;1426;1459;1239;1390;1618;1768;1516;2132;2412;548;502;646;854;518;340;754;900;1279;1343;1144;1267;1480;1795;1567;2628;3852
31.12.2019;16061;Eichsfeld, Landkreis;1461;1517;2028;2343;1447;887;1888;2073;3238;3613;3215;3361;3863;4355;3975;6012;4943;1427;1464;1952;2262;1357;805;1505;1818;3032;3216;2938;2889;3630;4225;3918;6111;7238
31.12.2019;16062;Nordhausen, Landkreis;1060;1144;1483;1804;1109;772;2083;1762;2677;2617;2328;2598;3203;3685;3357;4847;4865;945;1082;1339;1742;936;711;1701;1488;2386;2332;2058;2427;3151;3684;3377;5492;7171
31.12.2019;16063;Wartburgkreis;1489;1679;2201;2517;1533;1050;2088;2140;3696;3975;3703;4093;4746;5614;5276;7373;6400;1327;1570;2000;2377;1449;883;1743;1953;3287;3538;3307;3593;4511;5594;5075;7879;9315
31.12.2019;16064;Unstrut-Hainich-Kreis;1328;1472;1929;2372;1436;915;1915;1978;3133;3365;3149;3353;4043;4610;4247;6121;5409;1327;1366;1804;2221;1359;779;1568;1903;2836;3070;2678;3021;3912;4574;4312;6422;8305
31.12.2019;16065;Kyffhäuserkreis;811;944;1274;1601;977;618;1279;1367;2240;2278;2151;2438;2995;3483;3341;4844;4224;769;863;1141;1466;891;527;1037;1182;1948;2042;1873;2158;2848;3528;3419;5293;6362
31.12.2019;16066;Schmalkalden-Meiningen, Landkreis;1480;1639;2243;2540;1486;1034;2614;2573;4042;4249;3688;4161;4841;5849;5362;7712;6933;1402;1574;2059;2373;1414;897;2002;2062;3399;3581;3207;3613;4820;5872;5360;8363;10472
31.12.2019;16067;Gotha, Landkreis;1676;1857;2426;2894;1755;1237;2880;2753;4292;4589;4211;4602;5512;5996;5363;7871;7244;1620;1796;2337;2797;1686;1051;2218;2394;4007;4137;3659;4019;5109;6091;5435;8707;10687
31.12.2019;16068;Sömmerda, Landkreis;894;1023;1315;1606;952;600;1227;1196;2078;2417;2153;2496;2877;3202;2904;4467;3253;800;894;1235;1468;842;515;950;1145;2000;2130;1978;2107;2691;3222;3045;4729;5016
31.12.2019;16069;Hildburghausen, Landkreis;715;821;1103;1313;800;528;1163;1309;2070;2360;1999;2132;2574;3001;2762;3845;3129;766;759;1102;1241;758;439;949;1038;1806;1886;1748;1884;2374;2990;2733;4105;4995
31.12.2019;16070;Ilm-Kreis;1340;1450;1870;2309;1183;981;2674;2936;3852;3543;3157;3386;4174;4541;4022;6256;5772;1275;1357;1706;2162;1216;791;1891;1952;3133;3159;2743;2906;3982;4528;4148;7094;8760
31.12.2019;16071;Weimarer Land, Landkreis;1086;1210;1620;1943;1134;691;1455;1359;2315;2776;2686;2906;3298;3772;3421;5192;3860;1009;1195;1668;1923;1096;604;1273;1289;2395;2593;2405;2523;3189;3748;3515;5335;5672
31.12.2019;16072;Sonneberg, Landkreis;570;698;927;1088;771;470;1067;1114;1617;1808;1746;2001;2340;2766;2475;3643;3290;579;649;846;1074;623;410;928;919;1498;1658;1524;1783;2148;2697;2549;4076;5365
31.12.2019;16073;Saalfeld-Rudolstadt, Landkreis;1188;1333;1690;1966;1257;832;1743;1768;3077;3231;2880;3322;4075;4948;4452;6699;6377;1089;1214;1663;1876;1163;723;1412;1529;2629;2776;2629;2965;3924;4798;4544;7292;10135
31.12.2019;16074;Saale-Holzland-Kreis;950;1170;1519;1811;1109;765;1577;1424;2309;2789;2532;2757;3498;3850;3468;5153;4581;951;1126;1454;1697;1008;673;1199;1229;2377;2487;2291;2473;3237;3814;3525;5577;6570
31.12.2019;16075;Saale-Orla-Kreis;934;1032;1418;1737;1005;665;1469;1418;2371;2622;2422;2683;3261;3850;3570;5093;4340;905;968;1419;1550;929;617;1156;1190;2150;2208;2068;2400;3119;3749;3540;5567;6887
31.12.2019;16076;Greiz, Landkreis;1033;1255;1610;2085;1193;764;1563;1329;2628;2895;2784;3074;4061;4668;4420;6456;6103;996;1147;1559;1799;1154;645;1178;1217;2331;2587;2440;2791;3825;4707;4562;7051;9488
31.12.2019;16077;Altenburger Land, Landkreis;1000;1035;1396;1736;1107;732;1420;1394;2394;2668;2489;3027;3684;4081;3765;5944;5930;934;1014;1415;1720;1008;630;1156;1265;2228;2331;2146;2588;3576;3963;3914;6711;8992
__________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ab 2011: Ergebnisse auf Grundlage des Zensus 2011.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
© Statistisches Bundesamt (Destatis), 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stand: 24.05.2021 / 20:07:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
